AGYSUB,LOC,AGELVL,EDLVL,GSEGRD,LOSLVL,OCC,PATCO,PP,PPGRD,SALLVL,STEMOCC,SUPERVIS,TOA,WORKSCH,WORKSTAT,DATECODE,EMPLOYMENT,SALARY,LOS
DLLS,29,B,13,07,C,0110,1,99,GS-07,04,0110,8,15,F,1,202309,1,047369,03.0
DLLS,12,D,13,09,C,0110,1,99,GS-09,05,0110,8,10,F,1,202309,1,057118,03.0
DLLS,48,D,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,068125,02.9
DLLS,11,C,13,12,C,0110,1,99,GS-12,09,0110,8,10,F,1,202309,1,094199,03.1
DLLS,11,C,17,12,C,0110,1,99,GS-12,09,0110,8,10,F,1,202309,1,094199,03.1
DLLS,24,D,21,13,C,0110,1,99,GS-13,13,0110,8,10,F,1,202309,1,134416,03.1
DLLS,48,C,13,12,C,0110,1,99,GS-12,08,0110,8,10,F,1,202309,1,082830,03.1
DLLS,42,B,13,12,C,0110,1,99,GS-12,09,0110,8,15,F,1,202309,1,090893,03.0
DLLS,25,K,04,07,C,0119,3,99,GS-07,05,XXXX,8,10,P,2,202309,1,052471,03.0
DLLS,13,C,17,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,072974,01.8
DLLS,01,I,13,06,C,0119,3,99,GS-06,04,XXXX,8,10,P,2,202309,1,043422,03.0
DLLS,11,D,21,13,C,0110,1,99,GS-13,13,0110,8,10,F,1,202309,1,134416,03.0
DLLS,06,D,13,09,B,0110,1,99,GS-09,07,0110,8,15,F,1,202309,1,070674,01.8
DLLS,48,C,13,12,C,0110,1,99,GS-12,08,0110,8,10,F,1,202309,1,089848,03.0
DLLS,13,C,13,07,B,0110,1,99,GS-07,05,0110,8,15,F,1,202309,1,050952,01.2
DLLS,11,D,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064957,01.8
DLLS,11,B,13,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,078592,02.9
DLLS,17,G,04,,B,0110,1,ES,ES-**,18,0110,2,50,F,1,202309,1,185497,02.9
DLLS,11,C,13,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,078592,02.8
DLLS,53,C,13,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,076860,02.8
DLLS,29,C,13,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,070103,02.8
DLLS,26,H,04,06,B,0119,3,99,GS-06,04,XXXX,8,15,P,2,202309,1,047846,02.8
DLLS,31,C,13,11,B,0110,1,99,GS-11,06,0110,8,15,F,1,202309,1,069107,02.8
DLLS,08,C,17,12,B,0110,1,99,GS-12,09,0110,8,15,F,1,202309,1,091753,02.8
DLLS,51,C,13,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,078592,02.8
DLLS,13,E,17,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,075406,02.8
DLLS,17,G,04,06,B,0119,3,99,GS-06,04,XXXX,8,15,P,2,202309,1,048375,02.8
DLLS,06,D,17,11,B,0110,1,99,GS-11,08,0110,8,15,F,1,202309,1,085508,02.8
DLLS,11,H,17,12,B,0110,1,99,GS-12,09,0110,8,15,F,1,202309,1,094199,02.8
DLLS,20,I,04,06,B,0119,3,99,GS-06,04,XXXX,8,15,P,2,202309,1,043422,02.8
DLLS,48,J,04,06,B,0119,3,99,GS-06,04,XXXX,8,15,P,2,202309,1,043422,02.8
DLLS,06,F,13,11,B,0110,1,99,GS-11,08,0110,8,15,F,1,202309,1,085508,02.8
DLLS,51,C,17,12,B,0110,1,99,GS-12,09,0110,8,15,F,1,202309,1,094199,02.7
DLLS,11,D,17,12,B,0110,1,99,GS-12,09,0110,8,15,F,1,202309,1,094199,02.6
DLLS,25,C,17,12,B,0110,1,99,GS-12,09,0110,8,15,F,1,202309,1,093175,02.6
DLLS,42,C,04,12,B,0110,1,99,GS-12,08,0110,8,15,F,1,202309,1,085582,02.6
DLLS,25,C,13,12,B,0110,1,99,GS-12,09,0110,8,15,F,1,202309,1,093175,02.6
DLLS,25,B,13,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,077738,02.5
DLLS,36,C,13,11,B,0110,1,99,GS-11,08,0110,8,15,F,1,202309,1,080769,02.5
DLLS,27,H,17,12,B,0110,1,99,GS-12,08,0110,8,15,F,1,202309,1,089862,02.5
DLLS,06,D,13,11,B,0110,1,99,GS-11,08,0110,8,15,F,1,202309,1,085508,02.5
DLLS,06,B,04,05,B,0119,3,99,GS-05,04,XXXX,8,15,P,2,202309,1,045102,01.2
DLLS,42,I,13,,B,0110,1,ES,ES-**,18,0110,2,50,F,1,202309,1,182295,02.4
DLLS,11,G,17,12,B,0110,1,99,GS-12,09,0110,8,15,F,1,202309,1,094199,02.4
DLLS,25,D,17,12,B,0110,1,99,GS-12,09,0110,8,15,F,1,202309,1,093175,02.4
DLLS,53,J,04,05,A,0119,3,99,GS-05,04,XXXX,8,15,P,2,202309,1,041925,00.2
DLLS,11,E,17,12,B,0110,1,99,GS-12,09,0110,8,15,F,1,202309,1,094199,02.4
DLLS,48,D,17,12,B,0110,1,99,GS-12,09,0110,8,15,F,1,202309,1,095607,02.4
DLLS,42,C,17,12,B,0110,1,99,GS-12,09,0110,8,15,F,1,202309,1,096808,02.3
DLLS,53,E,13,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,076860,02.3
DLLS,48,C,13,11,B,0110,1,99,GS-11,06,0110,8,15,F,1,202309,1,069107,02.3
DLLS,**,C,13,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,078592,02.3
DLLS,42,G,17,06,F,0119,3,99,GS-06,04,XXXX,8,15,P,2,202309,1,046112,17.6
DLLS,26,B,17,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,062937,01.5
DLLS,48,E,17,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,079766,02.2
DLLS,51,C,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,067122,02.3
DLLS,06,I,04,05,B,0119,3,99,GS-05,05,XXXX,8,15,P,2,202309,1,050924,02.3
DLLS,11,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064957,01.4
DLLS,34,C,17,09,B,0110,1,99,GS-09,07,0110,8,15,F,1,202309,1,071206,01.3
DLLS,36,C,17,12,B,0110,1,99,GS-12,09,0110,8,15,F,1,202309,1,096808,02.3
DLLS,11,C,04,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,078592,02.3
DLLS,24,D,04,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,067122,02.3
DLLS,26,C,13,11,B,0110,1,99,GS-11,06,0110,8,15,F,1,202309,1,069107,02.3
DLLS,53,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,063526,02.3
DLLS,53,K,04,06,B,0119,3,99,GS-06,04,XXXX,8,15,P,2,202309,1,045080,02.3
DLLS,51,C,04,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,078592,02.3
DLLS,41,C,17,12,B,0110,1,99,GS-12,08,0110,8,15,F,1,202309,1,088860,02.3
DLLS,11,D,13,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,078592,02.3
DLLS,08,C,13,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,076551,02.3
DLLS,51,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064957,01.8
DLLS,42,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,062677,01.1
DLLS,12,C,13,12,B,0110,1,99,GS-12,08,0110,8,15,F,1,202309,1,082830,02.3
DLLS,36,G,13,06,B,0119,3,99,GS-06,04,XXXX,8,15,P,2,202309,1,049113,02.2
DLLS,11,C,04,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,078592,02.2
DLLS,25,D,04,12,B,0110,1,99,GS-12,09,0110,8,15,F,1,202309,1,093175,02.2
DLLS,06,C,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,066134,02.2
DLLS,42,C,04,11,B,0110,1,99,GS-11,08,0110,8,15,F,1,202309,1,080769,02.2
DLLS,42,B,13,11,B,0110,1,99,GS-11,08,0110,8,15,F,1,202309,1,080769,02.2
DLLS,17,C,17,12,B,0110,1,99,GS-12,09,0110,8,15,F,1,202309,1,092279,02.2
DLLS,24,C,17,12,B,0110,1,99,GS-12,09,0110,8,15,F,1,202309,1,094199,02.2
DLLS,11,C,17,12,B,0110,1,99,GS-12,09,0110,8,15,F,1,202309,1,094199,02.1
DLLS,29,C,17,12,B,0110,1,99,GS-12,08,0110,8,15,F,1,202309,1,084679,02.1
DLLS,**,F,04,12,B,0110,1,99,GS-12,08,0110,8,15,F,1,202309,1,084345,02.1
DLLS,11,C,13,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,078592,02.1
DLLS,04,F,13,06,B,0119,3,99,GS-06,04,XXXX,8,15,P,2,202309,1,043803,02.1
DLLS,08,D,17,12,C,0110,1,99,GS-12,09,0110,8,15,F,1,202309,1,091753,04.1
DLLS,11,C,13,09,A,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064957,00.3
DLLS,51,C,17,12,B,0110,1,99,GS-12,09,0110,8,15,F,1,202309,1,094199,02.1
DLLS,11,C,04,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,078592,02.1
DLLS,08,D,13,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,076551,02.1
DLLS,26,B,13,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,076148,02.1
DLLS,42,B,13,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,071402,02.1
DLLS,18,G,04,05,B,0119,3,99,GS-05,04,XXXX,8,15,P,2,202309,1,043397,01.0
DLLS,36,E,17,11,B,0110,1,99,GS-11,08,0110,8,15,F,1,202309,1,080769,02.1
DLLS,48,J,04,05,B,0119,3,99,GS-05,04,XXXX,8,15,P,2,202309,1,043274,01.5
DLLS,37,G,13,06,B,0119,3,99,GS-06,04,XXXX,8,15,P,2,202309,1,042022,02.0
DLLS,41,D,13,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,076608,02.0
DLLS,11,E,21,13,B,0110,1,99,GS-13,13,0110,8,15,F,1,202309,1,130683,02.0
DLLS,36,E,04,12,B,0110,1,99,GS-12,09,0110,8,15,F,1,202309,1,096808,02.0
DLLS,25,B,13,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,077738,02.0
DLLS,11,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064957,01.9
DLLS,36,C,17,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,066757,01.9
DLLS,11,C,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064957,01.9
DLLS,11,C,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064957,01.9
DLLS,48,D,17,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,061957,01.9
DLLS,11,C,17,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,078592,01.9
DLLS,48,C,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,065928,01.9
DLLS,06,G,04,06,B,0119,3,99,GS-06,04,XXXX,8,15,P,2,202309,1,048655,01.9
DLLS,02,J,04,06,B,0119,3,99,GS-06,04,XXXX,8,15,P,2,202309,1,047367,01.9
DLLS,55,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,061966,01.9
DLLS,53,G,04,05,B,0119,3,99,GS-05,04,XXXX,8,15,P,2,202309,1,043323,01.9
DLLS,11,C,17,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,078592,01.9
DLLS,11,D,17,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,078592,01.9
DLLS,11,C,04,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064957,01.9
DLLS,06,B,13,09,B,0110,1,99,GS-09,07,0110,8,15,F,1,202309,1,070674,01.9
DLLS,11,F,17,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,078592,01.8
DLLS,48,C,17,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,074961,01.8
DLLS,11,E,17,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,078592,01.8
DLLS,**,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064957,01.8
DLLS,48,J,04,05,B,0119,3,99,GS-05,03,XXXX,8,15,P,2,202309,1,038953,01.8
DLLS,06,G,04,06,B,0119,3,99,GS-06,04,XXXX,8,15,P,2,202309,1,048655,01.8
DLLS,53,K,04,06,B,0119,3,99,GS-06,04,XXXX,8,15,P,2,202309,1,046736,01.8
DLLS,48,C,17,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,061957,01.8
DLLS,25,C,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064251,01.7
DLLS,06,J,04,06,B,0119,3,99,GS-06,05,XXXX,8,15,P,2,202309,1,051995,01.8
DLLS,48,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,061957,01.7
DLLS,36,C,17,11,B,0110,1,99,GS-11,08,0110,8,15,F,1,202309,1,080769,01.7
DLLS,39,K,04,06,B,0119,3,99,GS-06,04,XXXX,8,15,P,2,202309,1,043771,01.6
DLLS,11,D,17,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,078592,01.6
DLLS,06,J,17,06,B,0119,3,99,GS-06,05,XXXX,8,15,P,2,202309,1,051995,01.6
DLLS,17,C,17,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,076990,01.6
DLLS,17,C,17,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,063633,01.5
DLLS,48,B,13,07,B,0110,1,99,GS-07,05,0110,8,15,F,1,202309,1,052340,01.5
DLLS,55,H,04,06,B,0119,3,99,GS-06,04,XXXX,8,15,P,2,202309,1,043912,01.5
DLLS,48,H,13,05,B,0119,3,99,GS-05,03,XXXX,8,15,P,2,202309,1,039454,01.5
DLLS,31,J,17,05,B,0119,3,99,GS-05,03,XXXX,8,15,P,2,202309,1,039294,01.5
DLLS,17,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,063633,01.5
DLLS,36,C,04,05,B,0119,3,99,GS-05,04,XXXX,8,15,P,2,202309,1,045526,01.5
DLLS,41,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,061275,01.5
DLLS,01,K,04,05,B,0119,3,99,GS-05,03,XXXX,8,15,P,2,202309,1,038953,01.5
DLLS,25,C,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064251,01.4
DLLS,36,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,066757,01.4
DLLS,11,B,04,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064957,01.4
DLLS,47,K,04,05,D,0119,3,99,GS-05,04,XXXX,8,10,P,2,202309,1,049009,09.3
DLLS,06,B,13,07,B,0110,1,99,GS-07,05,0110,8,15,F,1,202309,1,059704,01.4
DLLS,25,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064251,01.4
DLLS,34,C,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,066757,01.4
DLLS,42,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,062677,01.3
DLLS,01,I,04,05,B,0119,3,99,GS-05,03,XXXX,8,15,P,2,202309,1,039257,01.3
DLLS,42,B,17,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,062677,01.3
DLLS,37,J,04,05,B,0119,3,99,GS-05,03,XXXX,8,15,P,2,202309,1,039665,01.3
DLLS,39,H,04,05,B,0119,3,99,GS-05,04,XXXX,8,15,P,2,202309,1,040688,01.3
DLLS,26,H,04,06,B,0119,3,99,GS-06,04,XXXX,8,15,P,2,202309,1,046303,01.3
DLLS,34,B,17,09,A,0110,1,99,GS-09,06,0110,8,35,F,1,202309,1,066757,00.1
DLLS,06,D,04,05,B,0119,3,99,GS-05,04,XXXX,8,15,P,2,202309,1,044139,01.3
DLLS,11,C,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064957,01.3
DLLS,40,G,04,05,B,0119,3,99,GS-05,03,XXXX,8,15,P,2,202309,1,038953,01.3
DLLS,06,D,13,09,B,0110,1,99,GS-09,07,0110,8,15,F,1,202309,1,070674,01.3
DLLS,11,C,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064957,01.3
DLLS,36,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,066757,01.3
DLLS,42,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,062677,01.3
DLLS,51,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064957,01.3
DLLS,42,B,13,09,B,0110,1,99,GS-09,05,0110,8,15,F,1,202309,1,058142,01.3
DLLS,01,C,17,09,B,0110,1,99,GS-09,05,0110,8,15,F,1,202309,1,057118,01.3
DLLS,06,K,04,05,B,0119,3,99,GS-05,04,XXXX,8,15,P,2,202309,1,045102,01.3
DLLS,17,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,063633,01.3
DLLS,11,C,17,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064957,01.2
DLLS,04,D,17,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,072037,01.2
DLLS,11,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064957,01.2
DLLS,17,F,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,063633,01.2
DLLS,11,C,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064957,01.2
DLLS,29,B,13,09,B,0110,1,99,GS-09,05,0110,8,15,F,1,202309,1,057118,01.2
DLLS,25,C,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064251,01.2
DLLS,44,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064251,01.2
DLLS,25,C,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064251,01.2
DLLS,36,C,17,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,066757,01.2
DLLS,36,D,17,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,066757,01.2
DLLS,42,C,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,062677,01.2
DLLS,13,D,17,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,072974,01.2
DLLS,24,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064957,01.2
DLLS,17,C,21,13,B,0110,1,99,GS-13,12,0110,8,15,F,1,202309,1,128020,01.2
DLLS,17,E,04,05,B,0119,3,99,GS-05,04,XXXX,8,15,P,2,202309,1,043397,01.2
DLLS,11,C,17,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,078592,01.2
DLLS,19,C,17,11,B,0110,1,99,GS-11,06,0110,8,15,F,1,202309,1,069480,01.2
DLLS,11,K,04,05,B,0119,3,99,GS-05,05,XXXX,8,15,P,2,202309,1,054306,01.2
DLLS,06,D,17,11,B,0110,1,99,GS-11,08,0110,8,15,F,1,202309,1,080015,01.2
DLLS,11,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064957,01.2
DLLS,06,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,066134,01.1
DLLS,42,C,17,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,071402,01.1
DLLS,48,C,17,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,065928,01.1
DLLS,24,D,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,064957,01.1
DLLS,29,B,04,09,B,0110,1,99,GS-09,05,0110,8,15,F,1,202309,1,057941,01.1
DLLS,06,C,17,11,B,0110,1,99,GS-11,08,0110,8,15,F,1,202309,1,080015,01.1
DLLS,06,C,17,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,066134,01.1
DLLS,48,B,09,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,070827,01.1
DLLS,48,B,13,07,B,0110,1,99,GS-07,05,0110,8,15,F,1,202309,1,052340,01.1
DLLS,17,C,17,11,B,0110,1,99,GS-11,07,0110,8,15,F,1,202309,1,076990,01.1
DLLS,12,B,13,09,B,0110,1,99,GS-09,05,0110,8,15,F,1,202309,1,057118,01.1
DLLS,17,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,063633,01.1
DLLS,42,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,062677,01.1
DLLS,12,G,04,05,B,0119,3,99,GS-05,03,XXXX,8,15,P,2,202309,1,038953,01.1
DLLS,17,B,13,09,B,0110,1,99,GS-09,06,0110,8,15,F,1,202309,1,063633,01.1
DLLS,12,H,04,05,B,0119,3,99,GS-05,03,XXXX,8,15,P,2,202309,1,038953,01.1
DLLS,06,E,13,09,B,0110,1,99,GS-09,07,0110,8,15,F,1,202309,1,070674,01.1
